0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,0,
0,0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,0,
0,0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,0,
0,0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,0,
0,0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,0,
0,0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,0,
0,7,39,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,44,47,39,7,0,
